,name,price,product_url,image,freeship,average_review,number_of_sales,sale,tikinow,tikinow_member_deal,re_hon_hoan_tien,tra_gop,free_gift
3580,Bộ Dưỡng Ẩm Sáng Da Hoa Anh Đào Innisfree Jeju Cherry Blossom Tone Up Set - 131172582,485.000 ₫,https://tiki.vn/bo-duong-am-sang-da-hoa-anh-dao-innisfree-jeju-cherry-blossom-tone-up-set-131172582-p108091530.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.108091530,https://salt.tikicdn.com/cache/200x200/ts/product/a3/53/b7/dd2330cf4d5aa5ebcff1b1bbf98423f6.jpg,Yes, 86%,,,Yes,,Yes,,
3581,Thực phẩm chức năng Viên uống bổ sung Collagen Youtheory (Collagen Type 1-2-3) 390 Viên,580.000 ₫,https://tiki.vn/thuc-pham-chuc-nang-vien-uong-bo-sung-collagen-youtheory-collagen-type-1-2-3-390-vien-p8294948.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.8294948,https://salt.tikicdn.com/cache/200x200/ts/product/34/5b/be/b9dc83831b10686a42c18ba6c5320ab3.jpg,No, 94%,1000,,Yes,,,,
3582,Dầu Gội Đầu OGX - Dung Tích 385ml,217.550 ₫,https://tiki.vn/dau-goi-ogx-biotin-collagen-shampoo-385ml?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&spid=102733752&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.102733752,https://salt.tikicdn.com/cache/200x200/ts/product/65/bf/72/79ce5ec61ddc2bff811d3060b15d99b1.jpg,No, 90%,,-26%,Yes,,,,
3583,Bộ Ba Chăm Sóc Tóc Phục Hồi Ngăn Rụng Tóc Tsubaki Gội Xả (490ml/chai) + Xịt Dưỡng Tóc 220ml-95243,379.000 ₫,https://tiki.vn/bo-ba-cham-soc-toc-phuc-hoi-ngan-rung-toc-tsubaki-goi-xa-490ml-chai-xit-duong-toc-220ml-95243-p59264229.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.59264229,https://salt.tikicdn.com/cache/200x200/ts/product/7c/71/d4/d4445c8c8b0f745a3827dfc0af9846d7.jpg,Yes, 94%,,,Yes,,Yes,,Yes
3584,"Cốc nguyệt san Inacup size A , 100 % silicone y tế ( tặng kèm dung dịch vệ sinh tiệt trùng 2in1 Dr.Sante )",650.000 ₫,https://tiki.vn/coc-nguyet-san-inacup-size-a-100-silicone-y-te-tang-kem-dung-dich-ve-sinh-tiet-trung-2in1-dr-sante-p99077126.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.99077126,https://salt.tikicdn.com/cache/200x200/ts/product/01/76/8c/7f7ce0281f51e16574eba76a7c1b0ecf.jpg,No, 100%,,,Yes,,,,
3585,Băng vệ sinh Diana Sensi dạng quần size M-L gói 5 miếng,66.000 ₫,https://tiki.vn/bang-ve-sinh-diana-sensi-dang-quan-size-m-l-goi-5-mieng-p73180505.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.73180505,https://salt.tikicdn.com/cache/200x200/ts/product/e2/da/2d/b87a2b6791e5c3db81027c1a14ab955d.jpg,No, 100%,232,,,,Yes,,
3586,Sữa rửa mặt dành cho da mụn Senka Perfect Whip Acne Care 100g - Tặng Kem dưỡng trắng da ban đêm Senka 15g,95.000 ₫,https://tiki.vn/sua-rua-mat-danh-cho-da-mun-senka-perfect-whip-acne-care-100g-tang-kem-duong-trang-da-ban-dem-senka-15g-p63192651.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.63192651,https://salt.tikicdn.com/cache/200x200/ts/product/54/92/89/d0f9d5e13eed1fc42774c821f48c0ff0.png,Yes, 94%,1000,-53%,Yes,,,,Yes
3587,Xà phòng Coast Classic Scent Refreshing Deodorant Soap lốc 8 x113g - Nhập khẩu Mỹ,129.000 ₫,https://tiki.vn/xa-phong-coast-classic-scent-refreshing-deodorant-soap-loc-8-x113g-nhap-khau-my-p4723053.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.4723053,https://salt.tikicdn.com/cache/200x200/ts/product/63/6a/49/7a7e282f797819accb3b469d20d38e7b.jpg,Yes, 94%,,,,,Yes,,
3588,Gel bôi trơn Durex Play Strawberry 100ml,142.000 ₫,https://tiki.vn/gel-boi-tron-durex-play-strawberry-100ml-p2042221.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.2042221,https://salt.tikicdn.com/cache/200x200/ts/product/33/f4/c9/0cdd077bfbc21ff2ca6f4773fee98a44.jpg,Yes, 92%,,,Yes,,,,
3589,Tông đơ cắt tóc chuyên nghiệp kemei 809A,398.000 ₫,https://tiki.vn/tong-do-cat-toc-chuyen-nghiep-kemei-809a-p51998725.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.51998725,https://salt.tikicdn.com/cache/200x200/ts/product/8c/c5/cf/11c12187cfe3e4995fcdc1365676582d.jpg,Yes, 96%,34,,Yes,,,,
3590,Bộ Kéo Cắt Tóc Nam Chuyên Nghiệp TẶNG LƯỢC + Phụ Kiện Có Bao Kéo Sang Trọng,175.000 ₫,https://tiki.vn/bo-keo-cat-toc-nam-chuyen-nghiep-tang-luoc-phu-kien-co-bao-keo-sang-trong-p31647811.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.31647811,https://salt.tikicdn.com/cache/200x200/ts/product/02/f0/89/073e8e4d11b6d1ee85195ae7345cbaa9.jpg,Yes, 96%,30,,Yes,,,,
3591,"Cân Điện Tử Sức Khỏe Hình Heo Con Màu Hồng Cực Xinh, Độ Chính Xác Cao , cân tối đa 180kg- Hàng Chính Hãng",149.000 ₫,https://tiki.vn/can-dien-tu-suc-khoe-hinh-heo-con-mau-hong-cuc-xinh-do-chinh-xac-cao-can-toi-da-180kg-hang-chinh-hang-p96070197.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.96070197,https://salt.tikicdn.com/cache/200x200/ts/product/ac/c1/4a/05a12692f9cbc513400ed5d5eef76095.jpg,Yes, 86%,,,Yes,,Yes,,
3592,Kem chống nắng lâu trôi làm sáng da innisfree Intensive Triple Care Sunscreen SPF50+ PA++++ 50ml - 131172646,349.200 ₫,https://tiki.vn/kem-chong-nang-lau-troi-lam-sang-da-innisfree-intensive-triple-care-sunscreen-spf50-pa-50ml-131172646-p71939749.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.71939749,https://salt.tikicdn.com/cache/200x200/ts/product/66/97/3a/a076cdf6282ca3e6da9027a4c1e60e3d.jpg,Yes, 94%,,,Yes,,Yes,,
3593,Cốc nguyệt san Inacup Size B 100% Silicone y tế  ( Tặng dung dịch vệ sinh tiệt trùng 2in1 Dr.Sante ),780.000 ₫,https://tiki.vn/coc-nguyet-san-inacup-size-b-100-silicone-y-te-tang-dung-dich-ve-sinh-tiet-trung-2in1-dr-sante-p102395302.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.102395302,https://salt.tikicdn.com/cache/200x200/ts/product/01/76/8c/183e418ddc250e66a4509bc326d09e8c.jpg,No, 100%,93,,Yes,,,,
3594,Dầu Gội 900g Clear Botanique 9 Thảo Dược Quý Cho Da Đầu Yếu 3X Sức Mạnh Đánh Bay Gàu Nhờn Ngứa,217.000 ₫,https://tiki.vn/dau-goi-900g-clear-botanique-9-thao-duoc-quy-cho-da-dau-yeu-3x-suc-manh-danh-bay-gau-nhon-ngua-p3554619.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.3554619,https://salt.tikicdn.com/cache/200x200/ts/product/65/32/ff/583b2d76fec9a429df21baa62ee2e345.png,Yes, 92%,1000,,Yes,,,,Yes
3595,"Bộ sữa tắm dưỡng ẩm Senka hương linh lan, hoa nhài và sữa rửa mặt tạo bọt",149.000 ₫,https://tiki.vn/bo-sua-tam-duong-am-senka-huong-linh-lan-hoa-nhai-va-sua-rua-mat-tao-bot-p54236973.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.54236973,https://salt.tikicdn.com/cache/200x200/ts/product/66/29/34/bdedc0604677a28c1684363197af55e0.png,Yes, 94%,,,Yes,,Yes,,Yes
3596,"Kem Chống Nắng Dạng Sữa Senka Perfect UV Milk SPF 50+, PA++++ 41095 (40ml)",119.000 ₫,https://tiki.vn/kem-chong-nang-dang-sua-senka-perfect-uv-milk-spf-50-pa-41095-40ml-p865648.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.865648,https://salt.tikicdn.com/cache/200x200/ts/product/24/e4/e5/ae21b0f9b7768ee0fcb216beddce5993.jpg,Yes, 94%,,,Yes,,Yes,,Yes
3597,"Xà Đơn  Treo Tường Gắn Cửa Điều Chỉnh Độ Dài Linh Hoạt ,Mẫu Mới Chất Liệu Thép Không Gỉ Chịu Lực 150kg , Tay Cầm Bọc Đệm PVC Chống Trượt",399.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMQuGEZN0-1-nL8mkFC7k3BO1exx6siif-qT3TSMoKRIqPlmh1cU3Kby5gEITVt8esRzWLDLAbz00cT44TuPQMiFZ6oirYUmkUl0eRPuRPszBN75mhabt6cz8bTu6zpyhdSKOiBhrOHEkXkKy9J2sEZxMiE-288VyOZM2olW-KZHX-zMmrZAeHX3q8cGmspkgjX1zNEKXClLllRKCWto_aojx8jdosOKPQH7-bAh5YQhtiDp-JKSBystBp61wseppLYYirvxQn0od1M_b3GEkslXy3vycVK7HOKMmSpcdmGHbljjC-IjZsRzM1PVhYAKg7ZntMSm24x1cs4Da_lU3jC7fFXtLqvDoejU_Au2TLsssZ4_rJTo48Jo7SjdVAsqrXIpEnl6-Gh_Bq2tljge5j9DfRX2FAgrl-0qvsHQpHIMZNlycKujSjk2ieLpMF5TyZFtTBsGVoX-u6uLWv1g8cXcm3BA7fw5uxzpSI-1TjtdysXx9HqtmRV0fV5R5h9h4y6vRyMgvuuoQUXF7JNIVJcpcednZkM0l85B-WjuobVswSPLeaV72pRy_5MSIwfEXtn6Sjemp8n7P4Uab6pTStNHngV2ij1tpRQ7znA3c1TeeodD0CZUmCVRQNtl75BZne-yvGfMYqQUT1HUP8rl2rEoyHJV366FoyuAN-rs6saMy0WtW_0xdmu5Qz7t5fzjSJ4Qs_KJP5NAzmik2NR7wp_KOnLAHvECmyGTXRY2VDM4LpyHcY2XPwISAr6OMSynGzHeK5_706Pd7j9zo_p7pz7p2Q3D6pLDRWD2WNeHl7jmWsJtu9-3SLmUOXXI_wLbuXcmAxlbWxBoXG8r12ZbhZlnRCcPWSa_GAH1VFaDjZvar3HYzkaojkKRk7Sp2S7KmkiL2AEbh_KFbjWWeBU1dgw1v6Z0DLRemlnev1lBurMPd-kK-hORKzpL8KroYbV4-ef4vEUffOa4qhc81pRWvHL4hhU0263ICYFpphcLF8FbjPcPI4l-Mk4MErw1hmwfYY0VM66YxATsFpbW2xlYsuk_qdBuPMOBEScUCVzLCY-gnQ8Qk0TDmO_ygcikLcqt2DxBENvjXvle1jDOwPpao3isOvAtw0Tt9xNHwBt--VxPC1X2ItbzdHOyeAsHNACNq3OYmOBts-q50yjgyHwsuata_Rssy81OIBT8Ne7SGVviup_SWz4RsNEMnseJ_eYvMpa8IbBXsH-t9dEi-1KjCvPZBIq12Wh1pDCG_sB7m-gb0ePOR7WmB38a2OApujOuleP51_k9vwaZhXcGm3iLNBd7pqBr9eHtpUkONx7wuzTqXS37XECrzhlq0qnTqPh6Ju9oja4yyBIFaLHmTnV6C6h24JW1hjaSr4Gys-c6wDdXKBIeh8Ib9AjqCrAWW0PxooSO1UAVEy23HA5rFmzzTgSCsJOSFyqbxFGMDVunmM7x1GNSl2alTk8BPVApZ3rlQc882EwVOq2sQzyo4X2stmI423iy7VN6XizGqdrwp4a7E&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.20718_Y.158532_Z.481210_CN.Xa-don-_-T10&itm_medium=CPC&itm_source=tiki-ads&reqid=ur0Xgj6IHV&pos=1&redirect=https%3A%2F%2Ftiki.vn%2Fxa-don-treo-tuong-gan-cua-dieu-chinh-do-dai-linh-hoat-mau-moi-chat-lieu-thep-khong-gi-chiu-luc-150kg-tay-cam-boc-dem-pvc-chong-truot-p66907970.html%3Fspid%3D68168636,https://salt.tikicdn.com/cache/200x200/ts/product/25/13/f1/dfde4032de5e134532b230401e09b051.jpg,Yes, 94%,970,,Yes,,Yes,,
3598,Dây Nhảy Tập Thể Dục Cao Cấp Tại Nhà,69.000 ₫,https://tiki.vn/day-nhay-tap-the-duc-cao-cap-tai-nha-p54734250.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.54734250,https://salt.tikicdn.com/cache/200x200/ts/product/08/40/b4/0170fe52b88620cddf82b1543cecd094.jpg,Yes, 94%,1000,,Yes,,Yes,,
3599,"Dây nhảy lõi thép Cleacco tự động đếm số , đếm giờ , tích hợp đo calo , quãng đường",291.000 ₫,https://tiki.vn/day-nhay-loi-thep-cleacco-tu-dong-dem-so-dem-gio-tich-hop-do-calo-quang-duong-p54735220.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.54735220,https://salt.tikicdn.com/cache/200x200/ts/product/27/61/08/5ef0decb773905d18186752b952a3e0f.jpg,Yes, 92%,,,Yes,,Yes,,
3600,Thảm Tập YoGa miDoctor + Bao Thảm Tập Yoga + Dây Thảm Tập Yoga (Giao Màu Ngẫu Nhiên),149.000 ₫,https://tiki.vn/tham-tap-yoga-midoctor-bao-tham-tap-yoga-day-tham-tap-yoga-p21947276.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.21947276,https://salt.tikicdn.com/cache/200x200/ts/product/bf/11/92/ef41d9cdc714cb5a19aef27f8fcb489b.jpg,Yes, 90%,,,Yes,,,,
3601,Dây Nhảy Tập Thể Dục Cao Cấp Tại Nhà,69.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMW3FDjk2HvftUjz0yeNWaAL12ArvK_9D6RtnL4X7HbXyyvck68PTtG3eqk6bOnzaAjyg8Hh1bfXWGOQIEoR1aN6sEobEJUuOQH52zT_hBR7myp1dPIS3LUoYlNptjFavThKLp7FL9KmJYWDoSICvaCDZZlU9PJ4iikfSQmpYlPkkiaC387MATpy3CHOCzP3zBjc3fJGSRmvftinxD5idwGPIzB-MIUxvwsMlR0xIk9-CKR2S1mWMGHjRHCpaaEaX0epMGkxrmWOhHA4nYt3dgfauR9q1tRY6QzLR_IvtYt7XMacnP8vYaVqRZgzH_VayAyGqGXsa8rn4Tw6GrDWjTVKl_IbD15hIDwjGqqdVnxlYNdLRMitJHI9hdt7CuLfxwsFW5UKokFt-HoCfZfYJbyMBnsZ-1MRbFwWOchd-aMSOdWAFiuwKbvfL1Z65MmheMB17_ZWrByXD5FQ1xY6O-4_6-uH8NR_khMDAk5bPPzslirM3Shuz--f--sD0Y-PxAicHDWGjboajNUFb92jOLCqz31A6ORRa5SvbnRAAEY1F_nr3mPoBP10kWMa7I02zRX20EwMaaXNH4Q5zsWNiaEWu_kh9pE-1ul12ncjYa3c8CE_cWixSQN6HX9TIDc_LfX4J1OtcCX4Ghn4Fg4e3exQCdORG0XrkAZJlNqzfpa9qu5RqO4YOJpV7ZzkAHMtbGTOTg37qgcB304a1ZuLdM-4-VxJmBOBxXsE4YQrhVH9yzCoNBZobsQm53jscVcyXuopFOqCnmJ1pgY_cEtyXXw3fklHEq1iW5y7vHJI1o1tUdxhfvX3EGNyR0Z-Sw4If9I8ghvSIdyvcudcs5rhZYNl-_zkgL9djPa2h0B-Dz_-dvldiGltKTqyMHBAt9fasNEglQEb-XH8ZTP2Gu9vVD2PHfhjT_qaLctxdL0NUtYeDHsVwvNWPyIRoZZBGlrxD-a-LQVPbwIKaz61GGZ-hqe4-cYpzOAjc3d2UooJuNMhbvtZRnkgP43tx54Qr8no9u5k-Ggw6NB9AJGju8R7A-_D5dmqoE3h2rwm0Up6nTOek7Eb9hlYagKg8jHXonjX2WuSHm9iGfF08XxYKrTtn8oJCIjQIc_myouF2va1-LFWt7xjxPEQZnmDP6oqwF0TJleq6nlw1ByMdGPBODCW1JKiVs1xDpJOgWoVfQSX_sKM5LA_pl_WxeYltTRng1FOZSzYCbAD4ZOYDGgrIRkcEyTQbIJSlKd7KmFT-pdOJpg7SYvGmweI_k6OERMGI6NdokdkokVXiuTWG63z9Eh5ffwNx5DmlIEY9kqVydw_drLIHNNi03mEu5_1rlTWe1VVf-h-gc9-dtpMVbJHWiNWAuVtVB6P06VCU-CfrTUOob-Uw1dd1lTbvyyieqn8EYK2jlSb4w2I880mc8zjVsH71zk21m-Q6h1qOJ3Ztz2MBmsFpQc7YV_VyLZu-vtJuXyR532v6DQOKst_Xl9ukyf5yKBUPsqWa8dkQdqPJNPcvL2gBRN3BBw&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.70095_Y.611745_Z.1278077_CN.Tong-17%252F08%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=ur0Xgj6IHV&pos=5&redirect=https%3A%2F%2Ftiki.vn%2Fday-nhay-tap-the-duc-cao-cap-tai-nha-p54734250.html%3Fspid%3D54982819,https://salt.tikicdn.com/cache/200x200/ts/product/c8/21/00/f0f33a97b1f6ae96a7514ca5b0407743.jpg,Yes, 94%,1000,,Yes,,Yes,,
3602,"THẢM TẬP YOGA, GYM 2 LỚP + TÚI ĐỰNG THẢM TẬP YOGA - GIAO MÀU NGẪU NHIÊN.",195.000 ₫,https://tiki.vn/tham-tap-yoga-gym-2-lop-tui-dung-tham-tap-yoga-giao-mau-ngau-nhien-p98158374.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.98158374,https://salt.tikicdn.com/cache/200x200/ts/product/67/6c/80/77fb463e3f5849cfb6b62a767ba4fb82.jpg,Yes, 96%,682,-35%,Yes,,Yes,,
3603,"Dây Nhảy Tập Thể Dục Thể Thao Tập Gym Lõi Cáp Bọc Cao Su Cao Cấp 2,7m  Có Thể Điều Chỉnh Độ Dài",39.000 ₫,https://tiki.vn/day-nhay-tap-the-duc-the-thao-tap-gym-loi-cap-boc-cao-su-cao-cap-2-7m-co-the-dieu-chinh-do-dai-p82240834.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.82240834,https://salt.tikicdn.com/cache/200x200/ts/product/3d/a9/36/cbfe17e49d70e197e50a2c6210e371dc.jpg,Yes, 94%,,,,,Yes,,
3604,Dây Nhảy Tập Thể Dục | Muay | Boxing | Kick Boxing (Ngẫu Nhiên) - Tặng Móc Dán Tường Treo Đồ,79.000 ₫,https://tiki.vn/day-nhay-tap-the-duc-muay-boxing-kick-boxing-ngau-nhien-tang-moc-dan-tuong-treo-do-p64719925.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.64719925,https://salt.tikicdn.com/cache/200x200/ts/product/46/ff/e4/90d5e1a5b719e24f0233de2e6bb6984a.jpg,Yes, 100%,,,Yes,,,,
3605,"Dây nhảy lõi thép Cleacco tự động đếm số , đếm giờ , tích hợp đo calo , quãng đường",291.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMTgWs__TkUtp9oMXSB16aD9qr_GErVfXXnCPBZxJgzZj20KGypggMRAlbjMGmoQteb5AhrGp9FRN5IpTahq5DLzBrZHS7b6Ho_njXlYCTElnDr79AORT973M1KbYym59Xrrw7P7DsiPIslEpIMz747HWN1IUTj3nMIv-g7aizVxlLnbe3m1kgRlukxTYzvvQij175VwFWsigHvyolRAIAZIYi0q6YxHiKV_YAfKmhpnDbFA_pGS6qnjqsOByF_x90cdoCMfEE1rpcO4AGoZbND65Qlu_ksKNDEizBw1Jn-m2HqoAbKintmr1RA6AhgCe8LQxUb5LLJcPRXqCKVorW4vfQSNi5YR8NAFBgs0N4oG2sBh-HLBmTmyelYU-vh6NNZhZwCFObIWZMW8Rm8_kT2LRr_v5yV03srOPNxI2LgseLGfPP467Ch8cW3vvirJE-uztZ1RtX-nWVpwHKF79DRAY9CK-L2XU9XOBoDnArADHHHlNixeSorxSwNjVS4wixTGmcjvdwUfCG7RrV5feKrwADRZD_sklmBt4WTRRAtwNgYFIx5beZ6NrFl2KiwSLO8frO51YubX9gs_ZYOyjeojdbfCCGwrHfcJCEGsM3Un3qTPzGo4tCn8BbS4328zu2EYogM5O3NRd9kyd3-Lg5Lzcob5JL5tWBzTNDqOX3cOEcqEAE_bQ1HPyqJFyiZCVjFIymoqttIRv6NGbMzQRwHnJB8W1GGKlPYHWJTl7MLjEbaLiP3ARm_qpt40dtjQVi8KfsGnXC-q3YmzPS_hl-t9Pdp2V55LFrqZ6Do8k44qNR-kUerHXYVTY12ehxFUmazLO6B4XHr4prq94Ri4t19oC7pe9rUUOVMxIxRfemWiuTwVKzNmnpVFlskZ67ZMQw7GDg0cgYTJYnCa1F-d6P5XcCmbMYxpRwkyvL-l0oO4VqA6L48jHr598mr17qu9ho7Wt1OJpJ9wgr4MOocTMnTKAsm9uljIsD8rwon_5AX2vySQkh_Y9b3wu6-TY_CD8vpwrMMLLpYQkQR71EfeR8bnwtCkGrIGks6Q62FBH_wkueDgtN5eUBG1ePLN1F3k1aaIK0XHBjmWFY3VAtiDU6-cFsBdeT3GffaD3AWSJ0OTDHab_Ad_Ti4WTnsxIw1MqPv0KWKYrPv69YgOaup6qi8uVFMSx_3bQaZ27O12G2_lRK0sHw5ErHXMKd7KlDokAZ_3VAkze6Bfo8dysYjVsI8dG5OHxZKAhj1uMjb2jMsqMC2wP6F37A1HzLsoUB09-gH-TO7ssP8HujMm_64pacFHe4kJEGLv2tdBdE6sbl_aRHTW6H_RSvJHLmN6XBocMg1-B073pV-5WgZJ2djXLMtmtqT3kbn8P4TZTWVwe-0GGP2NBQhzsIAszcz54tiL7UzRhdOrtLqXrihGsGj0s8Wdo0LPYD5v7dp24IkCceONUWC40dhmyjFmWxjpZ8JRIbzMdDvVp5Qn0ptm7A3R_Bc7zZ_DdPCVwFHYxU7diJg--DioLViQ&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.20697_Y.158490_Z.480126_CN.Day-nhay-_-T10&itm_medium=CPC&itm_source=tiki-ads&reqid=ur0Xgj6IHV&pos=9&redirect=https%3A%2F%2Ftiki.vn%2Fday-nhay-loi-thep-cleacco-tu-dong-dem-so-dem-gio-tich-hop-do-calo-quang-duong-p54735220.html%3Fspid%3D54735222,https://salt.tikicdn.com/cache/200x200/ts/product/27/61/08/5ef0decb773905d18186752b952a3e0f.jpg,Yes, 92%,1000,,Yes,,Yes,,
3606,Dụng Cụ Hít Đất Chống Đẩy – Đa Dạng 14 Bài Tập – Nhiều Nút 14 in 1 – Dụng Cụ Chống Đẩy Chính Hãng miDoctor,137.000 ₫,https://tiki.vn/dung-cu-hit-dat-chong-day-da-dang-14-bai-tap-nhieu-nut-14-in-1-dung-cu-chong-day-chinh-hang-midoctor-p56387585.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.56387585,https://salt.tikicdn.com/cache/200x200/ts/product/89/21/44/ccef148331b5df5a13378ef0e865911a.jpg,Yes, 92%,735,-38%,Yes,,Yes,,
3607,"Xà Đơn Treo Tường Gắn Cửa Đa Năng Độ Dài Tùy Chỉnh Giúp Bạn Tập Gym, Tập Cơ Bụng, Cơ Vai, Cơ Xô 60-120Cm - Chính Hãng miDoctor (Màu Ngẫu Nhiên)",159.000 ₫,https://tiki.vn/xa-don-treo-tuong-gan-cua-da-nang-do-dai-tuy-chinh-giup-ban-tap-gym-tap-co-bung-co-vai-co-xo-60-120cm-chinh-hang-midoctor-mau-ngau-nhien-p66620428.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.66620428,https://salt.tikicdn.com/cache/200x200/ts/product/d6/89/93/dcb544d7958c7af1150914e91de6fed6.jpg,Yes, 92%,,,Yes,,,,
3608,"Xà Đơn  Treo Tường Gắn Cửa Điều Chỉnh Độ Dài Linh Hoạt ,Mẫu Mới Chất Liệu Thép Không Gỉ Chịu Lực 150kg , Tay Cầm Bọc Đệm PVC Chống Trượt",399.000 ₫,https://tiki.vn/xa-don-treo-tuong-gan-cua-dieu-chinh-do-dai-linh-hoat-mau-moi-chat-lieu-thep-khong-gi-chiu-luc-150kg-tay-cam-boc-dem-pvc-chong-truot-p66907970.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.66907970,https://salt.tikicdn.com/cache/200x200/ts/product/25/13/f1/dfde4032de5e134532b230401e09b051.jpg,Yes, 94%,,,Yes,,Yes,,
